campagne,date,jour,variable,groupe,valeur,Année
2022-2023,2023-02-05,111,ACTE(VGP),65 ans et plus,14,2022
2022-2023,2023-02-05,111,DOSES(J07E1),65 ans et plus,31,2022
2022-2023,2023-02-05,111,ACTE(VGP),moins de 65 ans,21,2022
2022-2023,2023-02-05,111,DOSES(J07E1),moins de 65 ans,24,2022
2022-2023,2023-02-06,112,ACTE(VGP),65 ans et plus,508,2022
2022-2023,2023-02-06,112,DOSES(J07E1),65 ans et plus,423,2022
2022-2023,2023-02-06,112,ACTE(VGP),moins de 65 ans,521,2022
2022-2023,2023-02-06,112,DOSES(J07E1),moins de 65 ans,798,2022
2022-2023,2023-02-07,113,ACTE(VGP),65 ans et plus,505,2022
2022-2023,2023-02-07,113,DOSES(J07E1),65 ans et plus,566,2022
2022-2023,2023-02-07,113,ACTE(VGP),moins de 65 ans,483,2022
2022-2023,2023-02-07,113,DOSES(J07E1),moins de 65 ans,787,2022
2022-2023,2023-02-08,114,ACTE(VGP),65 ans et plus,450,2022
2022-2023,2023-02-08,114,DOSES(J07E1),65 ans et plus,485,2022
2022-2023,2023-02-08,114,ACTE(VGP),moins de 65 ans,437,2022
2022-2023,2023-02-08,114,DOSES(J07E1),moins de 65 ans,689,2022
2022-2023,2023-02-09,115,ACTE(VGP),65 ans et plus,575,2022
2022-2023,2023-02-09,115,DOSES(J07E1),65 ans et plus,504,2022
2022-2023,2023-02-09,115,ACTE(VGP),moins de 65 ans,535,2022
2022-2023,2023-02-09,115,DOSES(J07E1),moins de 65 ans,817,2022
2022-2023,2023-02-10,116,ACTE(VGP),65 ans et plus,563,2022
2022-2023,2023-02-10,116,DOSES(J07E1),65 ans et plus,562,2022
2022-2023,2023-02-10,116,ACTE(VGP),moins de 65 ans,506,2022
2022-2023,2023-02-10,116,DOSES(J07E1),moins de 65 ans,728,2022
2022-2023,2023-02-11,117,ACTE(VGP),65 ans et plus,277,2022
2022-2023,2023-02-11,117,DOSES(J07E1),65 ans et plus,310,2022
2022-2023,2023-02-11,117,ACTE(VGP),moins de 65 ans,284,2022
2022-2023,2023-02-11,117,DOSES(J07E1),moins de 65 ans,445,2022
2022-2023,2023-02-12,118,ACTE(VGP),65 ans et plus,17,2022
2022-2023,2023-02-12,118,DOSES(J07E1),65 ans et plus,2,2022
2022-2023,2023-02-12,118,ACTE(VGP),moins de 65 ans,8,2022
2022-2023,2023-02-12,118,DOSES(J07E1),moins de 65 ans,8,2022
2022-2023,2023-02-13,119,ACTE(VGP),65 ans et plus,484,2022
2022-2023,2023-02-13,119,DOSES(J07E1),65 ans et plus,377,2022
2022-2023,2023-02-13,119,ACTE(VGP),moins de 65 ans,467,2022
2022-2023,2023-02-13,119,DOSES(J07E1),moins de 65 ans,578,2022
2022-2023,2023-02-14,120,ACTE(VGP),65 ans et plus,412,2022
2022-2023,2023-02-14,120,DOSES(J07E1),65 ans et plus,314,2022
2022-2023,2023-02-14,120,ACTE(VGP),moins de 65 ans,382,2022
2022-2023,2023-02-14,120,DOSES(J07E1),moins de 65 ans,532,2022
2022-2023,2023-02-15,121,ACTE(VGP),65 ans et plus,444,2022
2022-2023,2023-02-15,121,DOSES(J07E1),65 ans et plus,225,2022
2022-2023,2023-02-15,121,ACTE(VGP),moins de 65 ans,398,2022
2022-2023,2023-02-15,121,DOSES(J07E1),moins de 65 ans,510,2022
2022-2023,2023-02-16,122,ACTE(VGP),65 ans et plus,383,2022
2022-2023,2023-02-16,122,DOSES(J07E1),65 ans et plus,300,2022
2022-2023,2023-02-16,122,ACTE(VGP),moins de 65 ans,320,2022
2022-2023,2023-02-16,122,DOSES(J07E1),moins de 65 ans,561,2022
2022-2023,2023-02-17,123,ACTE(VGP),65 ans et plus,287,2022
2022-2023,2023-02-17,123,DOSES(J07E1),65 ans et plus,412,2022
2022-2023,2023-02-17,123,ACTE(VGP),moins de 65 ans,361,2022
2022-2023,2023-02-17,123,DOSES(J07E1),moins de 65 ans,517,2022
2022-2023,2023-02-18,124,ACTE(VGP),65 ans et plus,221,2022
2022-2023,2023-02-18,124,DOSES(J07E1),65 ans et plus,190,2022
2022-2023,2023-02-18,124,ACTE(VGP),moins de 65 ans,203,2022
2022-2023,2023-02-18,124,DOSES(J07E1),moins de 65 ans,305,2022
2022-2023,2023-02-19,125,ACTE(VGP),65 ans et plus,26,2022
2022-2023,2023-02-19,125,DOSES(J07E1),65 ans et plus,23,2022
2022-2023,2023-02-19,125,ACTE(VGP),moins de 65 ans,18,2022
2022-2023,2023-02-19,125,DOSES(J07E1),moins de 65 ans,16,2022
2022-2023,2023-02-20,126,ACTE(VGP),65 ans et plus,418,2022
2022-2023,2023-02-20,126,DOSES(J07E1),65 ans et plus,234,2022
2022-2023,2023-02-20,126,ACTE(VGP),moins de 65 ans,307,2022
2022-2023,2023-02-20,126,DOSES(J07E1),moins de 65 ans,363,2022
2022-2023,2023-02-21,127,ACTE(VGP),65 ans et plus,321,2022
2022-2023,2023-02-21,127,DOSES(J07E1),65 ans et plus,207,2022
2022-2023,2023-02-21,127,ACTE(VGP),moins de 65 ans,323,2022
2022-2023,2023-02-21,127,DOSES(J07E1),moins de 65 ans,392,2022
2022-2023,2023-02-22,128,ACTE(VGP),65 ans et plus,301,2022
2022-2023,2023-02-22,128,DOSES(J07E1),65 ans et plus,329,2022
2022-2023,2023-02-22,128,ACTE(VGP),moins de 65 ans,314,2022
2022-2023,2023-02-22,128,DOSES(J07E1),moins de 65 ans,416,2022
2022-2023,2023-02-23,129,ACTE(VGP),65 ans et plus,367,2022
2022-2023,2023-02-23,129,DOSES(J07E1),65 ans et plus,290,2022
2022-2023,2023-02-23,129,ACTE(VGP),moins de 65 ans,330,2022
2022-2023,2023-02-23,129,DOSES(J07E1),moins de 65 ans,500,2022
2022-2023,2023-02-24,130,ACTE(VGP),65 ans et plus,270,2022
2022-2023,2023-02-24,130,DOSES(J07E1),65 ans et plus,403,2022
2022-2023,2023-02-24,130,ACTE(VGP),moins de 65 ans,292,2022
2022-2023,2023-02-24,130,DOSES(J07E1),moins de 65 ans,411,2022
2022-2023,2023-02-25,131,ACTE(VGP),65 ans et plus,145,2022
2022-2023,2023-02-25,131,DOSES(J07E1),65 ans et plus,131,2022
2022-2023,2023-02-25,131,ACTE(VGP),moins de 65 ans,175,2022
2022-2023,2023-02-25,131,DOSES(J07E1),moins de 65 ans,273,2022
2022-2023,2023-02-26,132,ACTE(VGP),65 ans et plus,7,2022
2022-2023,2023-02-26,132,DOSES(J07E1),65 ans et plus,9,2022
2022-2023,2023-02-26,132,ACTE(VGP),moins de 65 ans,15,2022
2022-2023,2023-02-26,132,DOSES(J07E1),moins de 65 ans,28,2022
2022-2023,2023-02-27,133,ACTE(VGP),65 ans et plus,344,2022
2022-2023,2023-02-27,133,DOSES(J07E1),65 ans et plus,259,2022
2022-2023,2023-02-27,133,ACTE(VGP),moins de 65 ans,291,2022
2022-2023,2023-02-27,133,DOSES(J07E1),moins de 65 ans,409,2022
2022-2023,2023-02-28,134,ACTE(VGP),65 ans et plus,361,2022
2022-2023,2023-02-28,134,DOSES(J07E1),65 ans et plus,354,2022
2022-2023,2023-02-28,134,ACTE(VGP),moins de 65 ans,329,2022
2022-2023,2023-02-28,134,DOSES(J07E1),moins de 65 ans,411,2022
2022-2023,2022-10-18,1,ACTE(VGP),65 ans et plus,149739,2023
2022-2023,2022-10-18,1,DOSES(J07E1),65 ans et plus,555059,2023
2022-2023,2022-10-18,1,ACTE(VGP),moins de 65 ans,37380,2023
2022-2023,2022-10-18,1,DOSES(J07E1),moins de 65 ans,119448,2023
2022-2023,2022-10-19,2,ACTE(VGP),65 ans et plus,120484,2023
2022-2023,2022-10-19,2,DOSES(J07E1),65 ans et plus,396041,2023
2022-2023,2022-10-19,2,ACTE(VGP),moins de 65 ans,27396,2023
2022-2023,2022-10-19,2,DOSES(J07E1),moins de 65 ans,82064,2023
2022-2023,2022-10-20,3,ACTE(VGP),65 ans et plus,108450,2023
2022-2023,2022-10-20,3,DOSES(J07E1),65 ans et plus,332013,2023
2022-2023,2022-10-20,3,ACTE(VGP),moins de 65 ans,23765,2023
2022-2023,2022-10-20,3,DOSES(J07E1),moins de 65 ans,66854,2023
2022-2023,2022-10-21,4,ACTE(VGP),65 ans et plus,109942,2023
2022-2023,2022-10-21,4,DOSES(J07E1),65 ans et plus,284934,2023
2022-2023,2022-10-21,4,ACTE(VGP),moins de 65 ans,24291,2023
2022-2023,2022-10-21,4,DOSES(J07E1),moins de 65 ans,65265,2023
2022-2023,2022-10-22,5,ACTE(VGP),65 ans et plus,30803,2023
2022-2023,2022-10-22,5,DOSES(J07E1),65 ans et plus,123654,2023
2022-2023,2022-10-22,5,ACTE(VGP),moins de 65 ans,13179,2023
2022-2023,2022-10-22,5,DOSES(J07E1),moins de 65 ans,37333,2023
2022-2023,2022-10-23,6,ACTE(VGP),65 ans et plus,671,2023
2022-2023,2022-10-23,6,DOSES(J07E1),65 ans et plus,1346,2023
2022-2023,2022-10-23,6,ACTE(VGP),moins de 65 ans,295,2023
2022-2023,2022-10-23,6,DOSES(J07E1),moins de 65 ans,573,2023
2022-2023,2022-10-24,7,ACTE(VGP),65 ans et plus,81614,2023
2022-2023,2022-10-24,7,DOSES(J07E1),65 ans et plus,224971,2023
2022-2023,2022-10-24,7,ACTE(VGP),moins de 65 ans,19431,2023
2022-2023,2022-10-24,7,DOSES(J07E1),moins de 65 ans,51813,2023
2022-2023,2022-10-25,8,ACTE(VGP),65 ans et plus,98327,2023
2022-2023,2022-10-25,8,DOSES(J07E1),65 ans et plus,253772,2023
2022-2023,2022-10-25,8,ACTE(VGP),moins de 65 ans,20340,2023
2022-2023,2022-10-25,8,DOSES(J07E1),moins de 65 ans,53815,2023
2022-2023,2022-10-26,9,ACTE(VGP),65 ans et plus,74157,2023
2022-2023,2022-10-26,9,DOSES(J07E1),65 ans et plus,198278,2023
2022-2023,2022-10-26,9,ACTE(VGP),moins de 65 ans,17048,2023
2022-2023,2022-10-26,9,DOSES(J07E1),moins de 65 ans,45902,2023
2022-2023,2022-10-27,10,ACTE(VGP),65 ans et plus,69950,2023
2022-2023,2022-10-27,10,DOSES(J07E1),65 ans et plus,185155,2023
2022-2023,2022-10-27,10,ACTE(VGP),moins de 65 ans,16212,2023
2022-2023,2022-10-27,10,DOSES(J07E1),moins de 65 ans,42811,2023
2022-2023,2022-10-28,11,ACTE(VGP),65 ans et plus,68039,2023
2022-2023,2022-10-28,11,DOSES(J07E1),65 ans et plus,176185,2023
2022-2023,2022-10-28,11,ACTE(VGP),moins de 65 ans,17827,2023
2022-2023,2022-10-28,11,DOSES(J07E1),moins de 65 ans,45227,2023
2022-2023,2022-10-29,12,ACTE(VGP),65 ans et plus,21996,2023
2022-2023,2022-10-29,12,DOSES(J07E1),65 ans et plus,77062,2023
2022-2023,2022-10-29,12,ACTE(VGP),moins de 65 ans,9348,2023
2022-2023,2022-10-29,12,DOSES(J07E1),moins de 65 ans,25269,2023
2022-2023,2022-10-30,13,ACTE(VGP),65 ans et plus,328,2023
2022-2023,2022-10-30,13,DOSES(J07E1),65 ans et plus,748,2023
2022-2023,2022-10-30,13,ACTE(VGP),moins de 65 ans,150,2023
2022-2023,2022-10-30,13,DOSES(J07E1),moins de 65 ans,327,2023
2022-2023,2022-10-31,14,ACTE(VGP),65 ans et plus,54934,2023
2022-2023,2022-10-31,14,DOSES(J07E1),65 ans et plus,146846,2023
2022-2023,2022-10-31,14,ACTE(VGP),moins de 65 ans,16339,2023
2022-2023,2022-10-31,14,DOSES(J07E1),moins de 65 ans,41258,2023
2022-2023,2022-11-01,15,ACTE(VGP),65 ans et plus,590,2023
2022-2023,2022-11-01,15,DOSES(J07E1),65 ans et plus,1399,2023
2022-2023,2022-11-01,15,ACTE(VGP),moins de 65 ans,256,2023
2022-2023,2022-11-01,15,DOSES(J07E1),moins de 65 ans,642,2023
2022-2023,2022-11-02,16,ACTE(VGP),65 ans et plus,96597,2023
2022-2023,2022-11-02,16,DOSES(J07E1),65 ans et plus,234277,2023
2022-2023,2022-11-02,16,ACTE(VGP),moins de 65 ans,20145,2023
2022-2023,2022-11-02,16,DOSES(J07E1),moins de 65 ans,52257,2023
2022-2023,2022-11-03,17,ACTE(VGP),65 ans et plus,93660,2023
2022-2023,2022-11-03,17,DOSES(J07E1),65 ans et plus,217316,2023
2022-2023,2022-11-03,17,ACTE(VGP),moins de 65 ans,19878,2023
2022-2023,2022-11-03,17,DOSES(J07E1),moins de 65 ans,49363,2023
2022-2023,2022-11-04,18,ACTE(VGP),65 ans et plus,97058,2023
2022-2023,2022-11-04,18,DOSES(J07E1),65 ans et plus,219154,2023
2022-2023,2022-11-04,18,ACTE(VGP),moins de 65 ans,23150,2023
2022-2023,2022-11-04,18,DOSES(J07E1),moins de 65 ans,54327,2023
2022-2023,2022-11-05,19,ACTE(VGP),65 ans et plus,31409,2023
2022-2023,2022-11-05,19,DOSES(J07E1),65 ans et plus,101129,2023
2022-2023,2022-11-05,19,ACTE(VGP),moins de 65 ans,13019,2023
2022-2023,2022-11-05,19,DOSES(J07E1),moins de 65 ans,33848,2023
2022-2023,2022-11-06,20,ACTE(VGP),65 ans et plus,565,2023
2022-2023,2022-11-06,20,DOSES(J07E1),65 ans et plus,1210,2023
2022-2023,2022-11-06,20,ACTE(VGP),moins de 65 ans,195,2023
2022-2023,2022-11-06,20,DOSES(J07E1),moins de 65 ans,542,2023
2022-2023,2022-11-07,21,ACTE(VGP),65 ans et plus,112702,2023
2022-2023,2022-11-07,21,DOSES(J07E1),65 ans et plus,237488,2023
2022-2023,2022-11-07,21,ACTE(VGP),moins de 65 ans,22884,2023
2022-2023,2022-11-07,21,DOSES(J07E1),moins de 65 ans,54239,2023
2022-2023,2022-11-08,22,ACTE(VGP),65 ans et plus,133561,2023
2022-2023,2022-11-08,22,DOSES(J07E1),65 ans et plus,266081,2023
2022-2023,2022-11-08,22,ACTE(VGP),moins de 65 ans,24760,2023
2022-2023,2022-11-08,22,DOSES(J07E1),moins de 65 ans,58301,2023
2022-2023,2022-11-09,23,ACTE(VGP),65 ans et plus,102250,2023
2022-2023,2022-11-09,23,DOSES(J07E1),65 ans et plus,208901,2023
2022-2023,2022-11-09,23,ACTE(VGP),moins de 65 ans,21294,2023
2022-2023,2022-11-09,23,DOSES(J07E1),moins de 65 ans,52651,2023
2022-2023,2022-11-10,24,ACTE(VGP),65 ans et plus,116775,2023
2022-2023,2022-11-10,24,DOSES(J07E1),65 ans et plus,230745,2023
2022-2023,2022-11-10,24,ACTE(VGP),moins de 65 ans,26072,2023
2022-2023,2022-11-10,24,DOSES(J07E1),moins de 65 ans,58258,2023
2022-2023,2022-11-11,25,ACTE(VGP),65 ans et plus,697,2023
2022-2023,2022-11-11,25,DOSES(J07E1),65 ans et plus,2327,2023
2022-2023,2022-11-11,25,ACTE(VGP),moins de 65 ans,337,2023
2022-2023,2022-11-11,25,DOSES(J07E1),moins de 65 ans,1123,2023
2022-2023,2022-11-12,26,ACTE(VGP),65 ans et plus,36594,2023
2022-2023,2022-11-12,26,DOSES(J07E1),65 ans et plus,100344,2023
2022-2023,2022-11-12,26,ACTE(VGP),moins de 65 ans,13823,2023
2022-2023,2022-11-12,26,DOSES(J07E1),moins de 65 ans,34557,2023
2022-2023,2022-11-13,27,ACTE(VGP),65 ans et plus,485,2023
2022-2023,2022-11-13,27,DOSES(J07E1),65 ans et plus,1206,2023
2022-2023,2022-11-13,27,ACTE(VGP),moins de 65 ans,184,2023
2022-2023,2022-11-13,27,DOSES(J07E1),moins de 65 ans,508,2023
2022-2023,2022-11-14,28,ACTE(VGP),65 ans et plus,113832,2023
2022-2023,2022-11-14,28,DOSES(J07E1),65 ans et plus,213682,2023
2022-2023,2022-11-14,28,ACTE(VGP),moins de 65 ans,22796,2023
2022-2023,2022-11-14,28,DOSES(J07E1),moins de 65 ans,53117,2023
2022-2023,2022-11-15,29,ACTE(VGP),65 ans et plus,136849,2023
2022-2023,2022-11-15,29,DOSES(J07E1),65 ans et plus,239387,2023
2022-2023,2022-11-15,29,ACTE(VGP),moins de 65 ans,27923,2023
2022-2023,2022-11-15,29,DOSES(J07E1),moins de 65 ans,63544,2023
2022-2023,2022-11-16,30,ACTE(VGP),65 ans et plus,104578,2023
2022-2023,2022-11-16,30,DOSES(J07E1),65 ans et plus,188634,2023
2022-2023,2022-11-16,30,ACTE(VGP),moins de 65 ans,23733,2023
2022-2023,2022-11-16,30,DOSES(J07E1),moins de 65 ans,56587,2023
2022-2023,2022-11-17,31,ACTE(VGP),65 ans et plus,102056,2023
2022-2023,2022-11-17,31,DOSES(J07E1),65 ans et plus,178457,2023
2022-2023,2022-11-17,31,ACTE(VGP),moins de 65 ans,23585,2023
2022-2023,2022-11-17,31,DOSES(J07E1),moins de 65 ans,52559,2023
2022-2023,2022-11-18,32,ACTE(VGP),65 ans et plus,97862,2023
2022-2023,2022-11-18,32,DOSES(J07E1),65 ans et plus,168857,2023
2022-2023,2022-11-18,32,ACTE(VGP),moins de 65 ans,27578,2023
2022-2023,2022-11-18,32,DOSES(J07E1),moins de 65 ans,58462,2023
2022-2023,2022-11-19,33,ACTE(VGP),65 ans et plus,27756,2023
2022-2023,2022-11-19,33,DOSES(J07E1),65 ans et plus,65350,2023
2022-2023,2022-11-19,33,ACTE(VGP),moins de 65 ans,16166,2023
2022-2023,2022-11-19,33,DOSES(J07E1),moins de 65 ans,36452,2023
2022-2023,2022-11-20,34,ACTE(VGP),65 ans et plus,351,2023
2022-2023,2022-11-20,34,DOSES(J07E1),65 ans et plus,973,2023
2022-2023,2022-11-20,34,ACTE(VGP),moins de 65 ans,192,2023
2022-2023,2022-11-20,34,DOSES(J07E1),moins de 65 ans,482,2023
2022-2023,2022-11-21,35,ACTE(VGP),65 ans et plus,85889,2023
2022-2023,2022-11-21,35,DOSES(J07E1),65 ans et plus,146403,2023
2022-2023,2022-11-21,35,ACTE(VGP),moins de 65 ans,21640,2023
2022-2023,2022-11-21,35,DOSES(J07E1),moins de 65 ans,47030,2023
2022-2023,2022-11-22,36,ACTE(VGP),65 ans et plus,108182,2023
2022-2023,2022-11-22,36,DOSES(J07E1),65 ans et plus,178170,2023
2022-2023,2022-11-22,36,ACTE(VGP),moins de 65 ans,23681,2023
2022-2023,2022-11-22,36,DOSES(J07E1),moins de 65 ans,51545,2023
2022-2023,2022-11-23,37,ACTE(VGP),65 ans et plus,82683,2023
2022-2023,2022-11-23,37,DOSES(J07E1),65 ans et plus,138213,2023
2022-2023,2022-11-23,37,ACTE(VGP),moins de 65 ans,20843,2023
2022-2023,2022-11-23,37,DOSES(J07E1),moins de 65 ans,46684,2023
2022-2023,2022-11-24,38,ACTE(VGP),65 ans et plus,113051,2023
2022-2023,2022-11-24,38,DOSES(J07E1),65 ans et plus,178212,2023
2022-2023,2022-11-24,38,ACTE(VGP),moins de 65 ans,27949,2023
2022-2023,2022-11-24,38,DOSES(J07E1),moins de 65 ans,57673,2023
2022-2023,2022-11-25,39,ACTE(VGP),65 ans et plus,105133,2023
2022-2023,2022-11-25,39,DOSES(J07E1),65 ans et plus,164974,2023
2022-2023,2022-11-25,39,ACTE(VGP),moins de 65 ans,32298,2023
2022-2023,2022-11-25,39,DOSES(J07E1),moins de 65 ans,63426,2023
2022-2023,2022-11-26,40,ACTE(VGP),65 ans et plus,31500,2023
2022-2023,2022-11-26,40,DOSES(J07E1),65 ans et plus,63169,2023
2022-2023,2022-11-26,40,ACTE(VGP),moins de 65 ans,19859,2023
2022-2023,2022-11-26,40,DOSES(J07E1),moins de 65 ans,41678,2023
2022-2023,2022-11-27,41,ACTE(VGP),65 ans et plus,356,2023
2022-2023,2022-11-27,41,DOSES(J07E1),65 ans et plus,620,2023
2022-2023,2022-11-27,41,ACTE(VGP),moins de 65 ans,271,2023
2022-2023,2022-11-27,41,DOSES(J07E1),moins de 65 ans,708,2023
2022-2023,2022-11-28,42,ACTE(VGP),65 ans et plus,96937,2023
2022-2023,2022-11-28,42,DOSES(J07E1),65 ans et plus,148720,2023
2022-2023,2022-11-28,42,ACTE(VGP),moins de 65 ans,27370,2023
2022-2023,2022-11-28,42,DOSES(J07E1),moins de 65 ans,54561,2023
2022-2023,2022-11-29,43,ACTE(VGP),65 ans et plus,107953,2023
2022-2023,2022-11-29,43,DOSES(J07E1),65 ans et plus,163771,2023
2022-2023,2022-11-29,43,ACTE(VGP),moins de 65 ans,29006,2023
2022-2023,2022-11-29,43,DOSES(J07E1),moins de 65 ans,56787,2023
2022-2023,2022-11-30,44,ACTE(VGP),65 ans et plus,96493,2023
2022-2023,2022-11-30,44,DOSES(J07E1),65 ans et plus,148711,2023
2022-2023,2022-11-30,44,ACTE(VGP),moins de 65 ans,31432,2023
2022-2023,2022-11-30,44,DOSES(J07E1),moins de 65 ans,62480,2023
2022-2023,2022-12-01,45,ACTE(VGP),65 ans et plus,98508,2023
2022-2023,2022-12-01,45,DOSES(J07E1),65 ans et plus,144823,2023
2022-2023,2022-12-01,45,ACTE(VGP),moins de 65 ans,30236,2023
2022-2023,2022-12-01,45,DOSES(J07E1),moins de 65 ans,56161,2023
2022-2023,2022-12-02,46,ACTE(VGP),65 ans et plus,79211,2023
2022-2023,2022-12-02,46,DOSES(J07E1),65 ans et plus,116458,2023
2022-2023,2022-12-02,46,ACTE(VGP),moins de 65 ans,31255,2023
2022-2023,2022-12-02,46,DOSES(J07E1),moins de 65 ans,55703,2023
2022-2023,2022-12-03,47,ACTE(VGP),65 ans et plus,28893,2023
2022-2023,2022-12-03,47,DOSES(J07E1),65 ans et plus,51716,2023
2022-2023,2022-12-03,47,ACTE(VGP),moins de 65 ans,21594,2023
2022-2023,2022-12-03,47,DOSES(J07E1),moins de 65 ans,40984,2023
2022-2023,2022-12-04,48,ACTE(VGP),65 ans et plus,452,2023
2022-2023,2022-12-04,48,DOSES(J07E1),65 ans et plus,601,2023
2022-2023,2022-12-04,48,ACTE(VGP),moins de 65 ans,387,2023
2022-2023,2022-12-04,48,DOSES(J07E1),moins de 65 ans,788,2023
2022-2023,2022-12-05,49,ACTE(VGP),65 ans et plus,70748,2023
2022-2023,2022-12-05,49,DOSES(J07E1),65 ans et plus,104995,2023
2022-2023,2022-12-05,49,ACTE(VGP),moins de 65 ans,26284,2023
2022-2023,2022-12-05,49,DOSES(J07E1),moins de 65 ans,47891,2023
2022-2023,2022-12-06,50,ACTE(VGP),65 ans et plus,69332,2023
2022-2023,2022-12-06,50,DOSES(J07E1),65 ans et plus,102454,2023
2022-2023,2022-12-06,50,ACTE(VGP),moins de 65 ans,25114,2023
2022-2023,2022-12-06,50,DOSES(J07E1),moins de 65 ans,46135,2023
2022-2023,2022-12-07,51,ACTE(VGP),65 ans et plus,47388,2023
2022-2023,2022-12-07,51,DOSES(J07E1),65 ans et plus,72112,2023
2022-2023,2022-12-07,51,ACTE(VGP),moins de 65 ans,21351,2023
2022-2023,2022-12-07,51,DOSES(J07E1),moins de 65 ans,39354,2023
2022-2023,2022-12-08,52,ACTE(VGP),65 ans et plus,44881,2023
2022-2023,2022-12-08,52,DOSES(J07E1),65 ans et plus,68653,2023
2022-2023,2022-12-08,52,ACTE(VGP),moins de 65 ans,20088,2023
2022-2023,2022-12-08,52,DOSES(J07E1),moins de 65 ans,37284,2023
2022-2023,2022-12-09,53,ACTE(VGP),65 ans et plus,39396,2023
2022-2023,2022-12-09,53,DOSES(J07E1),65 ans et plus,60906,2023
2022-2023,2022-12-09,53,ACTE(VGP),moins de 65 ans,21879,2023
2022-2023,2022-12-09,53,DOSES(J07E1),moins de 65 ans,38786,2023
2022-2023,2022-12-10,54,ACTE(VGP),65 ans et plus,14869,2023
2022-2023,2022-12-10,54,DOSES(J07E1),65 ans et plus,25537,2023
2022-2023,2022-12-10,54,ACTE(VGP),moins de 65 ans,15165,2023
2022-2023,2022-12-10,54,DOSES(J07E1),moins de 65 ans,27047,2023
2022-2023,2022-12-11,55,ACTE(VGP),65 ans et plus,287,2023
2022-2023,2022-12-11,55,DOSES(J07E1),65 ans et plus,374,2023
2022-2023,2022-12-11,55,ACTE(VGP),moins de 65 ans,327,2023
2022-2023,2022-12-11,55,DOSES(J07E1),moins de 65 ans,581,2023
2022-2023,2022-12-12,56,ACTE(VGP),65 ans et plus,32312,2023
2022-2023,2022-12-12,56,DOSES(J07E1),65 ans et plus,47777,2023
2022-2023,2022-12-12,56,ACTE(VGP),moins de 65 ans,17412,2023
2022-2023,2022-12-12,56,DOSES(J07E1),moins de 65 ans,30739,2023
2022-2023,2022-12-13,57,ACTE(VGP),65 ans et plus,33320,2023
2022-2023,2022-12-13,57,DOSES(J07E1),65 ans et plus,48519,2023
2022-2023,2022-12-13,57,ACTE(VGP),moins de 65 ans,17091,2023
2022-2023,2022-12-13,57,DOSES(J07E1),moins de 65 ans,29773,2023
2022-2023,2022-12-14,58,ACTE(VGP),65 ans et plus,23880,2023
2022-2023,2022-12-14,58,DOSES(J07E1),65 ans et plus,36454,2023
2022-2023,2022-12-14,58,ACTE(VGP),moins de 65 ans,14236,2023
2022-2023,2022-12-14,58,DOSES(J07E1),moins de 65 ans,26030,2023
2022-2023,2022-12-15,59,ACTE(VGP),65 ans et plus,25051,2023
2022-2023,2022-12-15,59,DOSES(J07E1),65 ans et plus,36224,2023
2022-2023,2022-12-15,59,ACTE(VGP),moins de 65 ans,14004,2023
2022-2023,2022-12-15,59,DOSES(J07E1),moins de 65 ans,24801,2023
2022-2023,2022-12-16,60,ACTE(VGP),65 ans et plus,24233,2023
2022-2023,2022-12-16,60,DOSES(J07E1),65 ans et plus,34752,2023
2022-2023,2022-12-16,60,ACTE(VGP),moins de 65 ans,15723,2023
2022-2023,2022-12-16,60,DOSES(J07E1),moins de 65 ans,26730,2023
2022-2023,2022-12-17,61,ACTE(VGP),65 ans et plus,9059,2023
2022-2023,2022-12-17,61,DOSES(J07E1),65 ans et plus,14441,2023
2022-2023,2022-12-17,61,ACTE(VGP),moins de 65 ans,9576,2023
2022-2023,2022-12-17,61,DOSES(J07E1),moins de 65 ans,17386,2023
2022-2023,2022-12-18,62,ACTE(VGP),65 ans et plus,195,2023
2022-2023,2022-12-18,62,DOSES(J07E1),65 ans et plus,245,2023
2022-2023,2022-12-18,62,ACTE(VGP),moins de 65 ans,254,2023
2022-2023,2022-12-18,62,DOSES(J07E1),moins de 65 ans,468,2023
2022-2023,2022-12-19,63,ACTE(VGP),65 ans et plus,17325,2023
2022-2023,2022-12-19,63,DOSES(J07E1),65 ans et plus,25503,2023
2022-2023,2022-12-19,63,ACTE(VGP),moins de 65 ans,11937,2023
2022-2023,2022-12-19,63,DOSES(J07E1),moins de 65 ans,20664,2023
2022-2023,2022-12-20,64,ACTE(VGP),65 ans et plus,17418,2023
2022-2023,2022-12-20,64,DOSES(J07E1),65 ans et plus,25271,2023
2022-2023,2022-12-20,64,ACTE(VGP),moins de 65 ans,11801,2023
2022-2023,2022-12-20,64,DOSES(J07E1),moins de 65 ans,19723,2023
2022-2023,2022-12-21,65,ACTE(VGP),65 ans et plus,13496,2023
2022-2023,2022-12-21,65,DOSES(J07E1),65 ans et plus,20041,2023
2022-2023,2022-12-21,65,ACTE(VGP),moins de 65 ans,9952,2023
2022-2023,2022-12-21,65,DOSES(J07E1),moins de 65 ans,17106,2023
2022-2023,2022-12-22,66,ACTE(VGP),65 ans et plus,11721,2023
2022-2023,2022-12-22,66,DOSES(J07E1),65 ans et plus,17867,2023
2022-2023,2022-12-22,66,ACTE(VGP),moins de 65 ans,9220,2023
2022-2023,2022-12-22,66,DOSES(J07E1),moins de 65 ans,15903,2023
2022-2023,2022-12-23,67,ACTE(VGP),65 ans et plus,8593,2023
